CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL1293290	103723	Inward rectifier potassium channel 2	P35561	SINGLE PROTEIN	Mus musculus	11	11
CHEMBL1250412	103526	Transient receptor potential cation channel subfamily M member 7	Q96QT4	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL1795172	104252	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	Q9UL51	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL1795173	104253	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3	Q9P1Z3	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2096682	104837	Sodium channel alpha subunits; brain (Types I, II, III)	P35498, Q99250, Q9NY46	PROTEIN FAMILY	Homo sapiens	212	374
CHEMBL2096684	104839	Vanilloid receptor	O35433, Q9ERZ8, Q9WUD2	PROTEIN FAMILY	Rattus norvegicus	247	364
CHEMBL2109242	104903	GABA-C receptor	A8MPY1, P24046, P28476	PROTEIN COMPLEX GROUP	Homo sapiens	14	14
CHEMBL1914276	104372	Inward rectifier potassium channel 2	P63252	SINGLE PROTEIN	Homo sapiens	15	15
CHEMBL2095198	104782	Sulfonylurea receptor 2, Kir6.2	O60706, Q14654	PROTEIN COMPLEX	Homo sapiens	119	426
CHEMBL2096975	104855	Acetylcholine receptor	P02710, P02712, P02714, P02718	PROTEIN COMPLEX	Torpedo californica	90	120
CHEMBL2062	223	Ryanodine receptor 3	Q15413	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL2111451	104973	Inositol 1,4,5-trisphosphate receptor	Q14571, Q14573, Q14643	PROTEIN FAMILY	Homo sapiens	6	13
CHEMBL3085616	107964	Potassium voltage-gated channel subfamily H member 2	Q9TSZ3	SINGLE PROTEIN	Canis familiaris	1	1
CHEMBL4205	100630	Voltage-gated potassium channel subunit Kv1.4	P22459	SINGLE PROTEIN	Homo sapiens	9	9
CHEMBL3232695	108283	Acid-sensing ion channel 2	Q925H0	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3038487	107913	Kir6.2/SUR1	P70673, Q09429	PROTEIN COMPLEX	Rattus norvegicus	4	4
CHEMBL3038490	107916	Kir3.2/Kir3.3	P48051, Q92806	PROTEIN COMPLEX	Homo sapiens	14	15
CHEMBL3038506	107932	Ionotropic glutamate receptor NMDA 1/2D	P35439, Q62645	PROTEIN COMPLEX	Rattus norvegicus	367	488
CHEMBL2176791	105366	Voltage-dependent L-type calcium channel subunit alpha-1F	Q9JIS7	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2176849	105424	P2X purinoceptor 4	Q9JJX6	SINGLE PROTEIN	Mus musculus	16	20
CHEMBL2309	12577	Voltage-gated potassium channel subunit Kv1.1	Q09470	SINGLE PROTEIN	Homo sapiens	183	226
CHEMBL2058	181	B-lymphocyte antigen CD20	P11836	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL2095172	104757	GABA-A receptor; alpha-1/beta-2/gamma-2	P14867, P18507, P47870	PROTEIN COMPLEX	Homo sapiens	503	860
CHEMBL2094133	104715	GABA-A receptor; anion channel	A2AMW3, P16305, P22723, P22933, P26048, P26049, P27681, P50571, P62812, P63080, Q8BHJ7, Q8QZW7, Q9D6F4, Q9JLF1, Q9R0Y8	PROTEIN COMPLEX GROUP	Mus musculus	161	216
CHEMBL2111392	105087	GABA A receptor alpha-1/beta-1/gamma-2	P14867, P18505, P18507	PROTEIN COMPLEX	Homo sapiens	30	66
CHEMBL3308974	109262	Annexin A5	P81287	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL3308975	109263	Annexin A6	P79134	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL2362985	105697	Voltage-sensitive sodium channel	Q2VKV7	SINGLE PROTEIN	Sarcoptes scabiei type hominis	0	0
CHEMBL3350223	109085	Nicotinic acetylcholine receptor	A4GXC7, E0WN35, M9NE13, P04755, P09478, P17644, P25162, Q7KT97, Q7KTF8, Q9VPQ8, Q9W3G6	PROTEIN COMPLEX GROUP	Drosophila melanogaster	4	4
CHEMBL2366470	106614	Acetylcholine receptor subunit beta-like 2	P25162	SINGLE PROTEIN	Drosophila melanogaster	61	115
CHEMBL3309112	109441	Bcl-2-like protein 1	Q64373	SINGLE PROTEIN	Mus musculus	592	596
CHEMBL2363000	105712	Potassium voltage-gated channel subfamily B member 1	Q14721	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL3562171	109767	Acid-sensing ion channel 2	Q62962	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3885509	117053	Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon	P09660, P25108, P25109, P25110	PROTEIN COMPLEX	Rattus norvegicus	2	2
CHEMBL3885515	117059	Apoptosis regulator BAX/Induced myeloid leukemia cell differentiation protein Mcl-1	Q07812, Q07820	PROTEIN-PROTEIN INTERACTION	Homo sapiens	4	7
CHEMBL3885516	117060	Apoptosis regulator Bcl-2/Bcl-2 homologous antagonist/killer	P10415, Q16611	PROTEIN-PROTEIN INTERACTION	Homo sapiens	24	24
CHEMBL3885571	117115	Gamma-aminobutyric acid receptor subunit alpha-2/beta-2	P47869, P47870	PROTEIN COMPLEX	Homo sapiens	3	6
CHEMBL3885598	117142	Kv channel-interacting protein 2/Potassium voltage-gated channel subfamily D member 3	Q9NS61, Q9UK17	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3883290	117004	Glutamate receptor ionotropic, AMPA 2/3	P19491, P19492	PROTEIN COMPLEX	Rattus norvegicus	1	2
CHEMBL3883322	117035	Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/beta-3/gamma-2	P18508, P62813, P63079, P63138	PROTEIN COMPLEX	Rattus norvegicus	12	56
CHEMBL3886121	117213	Cation channel sperm-associated protein 1	Q91ZR5	SINGLE PROTEIN	Mus musculus	5	11
CHEMBL2547	12839	Small conductance calcium-activated potassium channel protein 2	P70604	SINGLE PROTEIN	Rattus norvegicus	14	14
CHEMBL2584	10023	Neuronal acetylcholine receptor protein alpha-2 subunit	P12389	SINGLE PROTEIN	Rattus norvegicus	13	15
CHEMBL1904	222	Glutamate [NMDA] receptor subunit epsilon 2	Q13224	SINGLE PROTEIN	Homo sapiens	163	205
CHEMBL1918	12376	Glutamate receptor ionotropic kainate 1	P39086	SINGLE PROTEIN	Homo sapiens	258	322
CHEMBL2052	22	Influenza virus A matrix protein M2	P0DOF8	SINGLE PROTEIN	Influenza A virus (A/Udorn/307/1972(H3N2))	13	24
CHEMBL2086	10552	Voltage-gated potassium channel subunit Kv1.2	P16389	SINGLE PROTEIN	Homo sapiens	12	12
CHEMBL2135	10010	P2X purinoceptor 2	P49653	SINGLE PROTEIN	Rattus norvegicus	93	103
CHEMBL3139	11433	GABA receptor alpha-1 subunit	P62812	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL2591	12836	Glutamate [NMDA] receptor subunit epsilon 4	O15399	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL2658	12717	Neuronal acetylcholine receptor subunit beta-4	P12392	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL2950	17101	Type 1 InsP3 receptor isoform S2	P79248	SINGLE PROTEIN	Sus scrofa	20	25
CHEMBL342	17142	Glutamate [NMDA] receptor subunit 3A	Q9R1M7	SINGLE PROTEIN	Rattus norvegicus	20	29
CHEMBL343	19609	GABA receptor alpha-1 subunit	P62813	SINGLE PROTEIN	Rattus norvegicus	4	10
CHEMBL3097	19684	Acetylcholine receptor protein alpha chain	P02710	SINGLE PROTEIN	Torpedo californica	31	109
CHEMBL3845	12472	P2X purinoceptor 4	Q3TR36	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3365	11749	Neuronal acetylcholine receptor protein alpha-7 subunit	P49582	SINGLE PROTEIN	Mus musculus	21	27
CHEMBL3504	12012	Glutamate receptor ionotropic, AMPA 3	P19492	SINGLE PROTEIN	Rattus norvegicus	71	132
CHEMBL3743	12838	Small conductance calcium-activated potassium channel protein 1	P70606	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL3762	10514	Voltage-gated L-type calcium channel alpha-1C subunit	P22002	SINGLE PROTEIN	Rattus norvegicus	222	254
CHEMBL3781	11765	Serotonin 3b (5-HT3b) receptor	Q9JHJ5	SINGLE PROTEIN	Mus musculus	10	10
CHEMBL4129	12427	Glutamate [NMDA] receptor associated protein 1	Q6P6R0	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL4305	10992	Intermediate conductance calcium-activated potassium channel protein 4	O15554	SINGLE PROTEIN	Homo sapiens	69	74
CHEMBL4633	10553	Voltage-gated potassium channel subunit Kv1.3	P22001	SINGLE PROTEIN	Homo sapiens	591	998
CHEMBL4770	10891	Potassium channel, inwardly rectifying, subfamily J, member 8	Q15842	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL4818	10554	Voltage-gated potassium channel subunit Kv1.3	P16390	SINGLE PROTEIN	Mus musculus	102	114
CHEMBL4824	10275	P2X purinoceptor 3	P49654	SINGLE PROTEIN	Rattus norvegicus	578	626
CHEMBL4966	10560	Sodium channel protein type III alpha subunit	P08104	SINGLE PROTEIN	Rattus norvegicus	9	14
CHEMBL5163	18075	Sodium channel protein type III alpha subunit	Q9NY46	SINGLE PROTEIN	Homo sapiens	70	113
CHEMBL5167	18078	Sodium channel protein type XI alpha subunit	Q9UI33	SINGLE PROTEIN	Homo sapiens	10	10
CHEMBL5368	100935	Amiloride-sensitive cation channel 3	Q9UHC3	SINGLE PROTEIN	Homo sapiens	125	216
CHEMBL5531	100118	Voltage-gated potassium channel subunit Kv7.3	O88944	SINGLE PROTEIN	Rattus norvegicus	0	0
CHEMBL5480	101208	Perforin-1	P14222	SINGLE PROTEIN	Homo sapiens	254	379
CHEMBL5845	102688	Glycine receptor subunit alpha-1	P23415	SINGLE PROTEIN	Homo sapiens	99	233
CHEMBL5569	101020	Neuronal acetylcholine receptor subunit alpha-4	P09482	SINGLE PROTEIN	Gallus gallus	12	14
CHEMBL1772930	104144	Matrix protein 2	Q20MD5	SINGLE PROTEIN	Influenza A virus	32	95
CHEMBL1764938	104115	Annexin A2	P07355	SINGLE PROTEIN	Homo sapiens	3	11
CHEMBL1293292	103725	ATP-sensitive inward rectifier potassium channel 1	P48048	SINGLE PROTEIN	Homo sapiens	504	719
CHEMBL1250411	103525	Short transient receptor potential channel 5	Q9UL62	SINGLE PROTEIN	Homo sapiens	33	51
CHEMBL2096669	104824	Glutamate receptors; NMDA/AMPA	P19490, P19491, P19492, P19493, P35439, Q00959, Q00960, Q00961, Q62645, Q8VHN2, Q9R1M7	PROTEIN COMPLEX GROUP	Rattus norvegicus	101	104
CHEMBL2094107	104689	GABA-A receptor; anion channel	P08219, P08220, P10063, P10064, P20237, P22300	PROTEIN COMPLEX GROUP	Bos taurus	493	910
CHEMBL2094122	104704	GABA-A receptor; alpha-5/beta-3/gamma-2	P18507, P28472, P31644	PROTEIN COMPLEX	Homo sapiens	707	1144
CHEMBL2094123	104705	Serotonin (5-HT) receptor	P08909, P14842, P19327, P28564, P28565, P30940, P30994, P31388, P32305, P35364, P35365, P35563, Q62758, Q9JJ16	PROTEIN FAMILY	Rattus norvegicus	192	353
CHEMBL2109237	104898	Neuronal acetylcholine receptor; alpha6/beta2	P17787, Q15825	PROTEIN COMPLEX	Homo sapiens	6	6
CHEMBL2109243	104904	GABA-A receptor; benzodiazepine site	P14867, P18507, P31644, P34903, P47869, P48169, Q16445, Q8N1C3, Q99928	PROTEIN COMPLEX GROUP	Homo sapiens	1	3
CHEMBL2111327	105021	GABA A receptor alpha-2/beta-2/gamma-2	P18508, P23576, P63138	PROTEIN COMPLEX	Rattus norvegicus	52	65
CHEMBL2111332	105029	Serotonin 3 (5-HT3) receptor	O95264, P46098	PROTEIN COMPLEX	Homo sapiens	2	4
CHEMBL2111333	105030	Serotonin 3 receptor (5HT3)	P23979, Q9JHJ5	PROTEIN FAMILY	Mus musculus	49	84
CHEMBL2111366	105121	GABA A receptor alpha-4/beta-3/gamma-2	P18507, P28472, P48169	PROTEIN COMPLEX	Homo sapiens	82	100
CHEMBL2111370	105059	GABA A receptor alpha-6/beta-2/gamma-2	P18507, P47870, Q16445	PROTEIN COMPLEX	Homo sapiens	23	27
CHEMBL2109230	104891	Neuronal acetylcholine receptor; alpha2/beta4	P30926, Q15822	PROTEIN COMPLEX	Homo sapiens	29	40
CHEMBL2109233	104894	Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3	P17787, P32297, Q05901, Q15825	PROTEIN COMPLEX	Homo sapiens	36	89
CHEMBL1907592	104286	Neuronal acetylcholine receptor; alpha2/beta2	P12389, P12390	PROTEIN COMPLEX	Rattus norvegicus	143	163
CHEMBL1907594	104288	Neuronal acetylcholine receptor; alpha3/beta4	P30926, P32297	PROTEIN COMPLEX	Homo sapiens	881	1956
CHEMBL1907595	104289	Neuronal acetylcholine receptor; alpha4/beta4	P09483, P12392	PROTEIN COMPLEX	Rattus norvegicus	322	515
CHEMBL1907603	104297	Glutamate NMDA receptor; GRIN1/GRIN2B	Q05586, Q13224	PROTEIN COMPLEX	Homo sapiens	341	543
CHEMBL1907604	104298	Glutamate NMDA receptor; GRIN1/GRIN2A	Q05586, Q12879	PROTEIN COMPLEX	Homo sapiens	286	471
CHEMBL1907591	104285	Neuronal acetylcholine receptor; alpha4/beta4	P30926, P43681	PROTEIN COMPLEX	Homo sapiens	148	271
CHEMBL3637936	109925	Voltage-dependent N-type calcium channel subunit alpha-1B	O55017	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3038459	107885	Nicotinic acetylcholine receptor alpha2/beta4	P02708, P30926	PROTEIN COMPLEX	Homo sapiens	16	19
CHEMBL3038460	107886	Nicotinic acetylcholine receptor alpha1/beta1/gamma/delta	P02716, P04756, P04760, P09690	PROTEIN COMPLEX	Mus musculus	4	4
CHEMBL3038481	107907	Ionotropic glutamate receptor kainate 2/5	P42260, Q63273	PROTEIN COMPLEX	Rattus norvegicus	1	1
CHEMBL293	11464	GABA receptor alpha-6 subunit	P30191	SINGLE PROTEIN	Rattus norvegicus	30	76
CHEMBL1920	221	GABA receptor beta-2 subunit	P47870	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3904	11837	Inositol 1,4,5-trisphosphate receptor type 3	Q14573	SINGLE PROTEIN	Homo sapiens	10	10
CHEMBL3753	100001	Glutamate receptor ionotropic, AMPA 1	P19490	SINGLE PROTEIN	Rattus norvegicus	272	370
CHEMBL2364023	106002	Nicotinic acetylcholine receptor	E0VB18, E0VB20, E0VDF4, E0VDF5, E0VDF7, E0VP62	PROTEIN COMPLEX GROUP	Pediculus humanus capitis	0	0
CHEMBL3308972	109260	Annexin A2	P04272	SINGLE PROTEIN	Bos taurus	2	5
CHEMBL3137276	108132	Nicotinic acetylcholine receptor alpha6/alpha3/beta4	P04757, P12392, P43143	PROTEIN COMPLEX	Rattus norvegicus	3	3
CHEMBL3988632	117286	L-type calcium channel	Q01815, Q02789, Q99246, Q9JIS7	PROTEIN FAMILY	Mus musculus	2	2
CHEMBL3988640	117294	Voltage-dependent P/Q-type calcium channel alpha1A/alpha2delta/beta1b	O00555, P54289, Q02641	PROTEIN COMPLEX	Homo sapiens	6	6
CHEMBL3832644	116892	ORAI1/STIM1	Q13586, Q96D31	PROTEIN COMPLEX	Homo sapiens	143	143
CHEMBL3885508	117052	Nicotinic acetylcholine receptor alpha-1/beta-1	P02708, P11230	PROTEIN COMPLEX	Homo sapiens	9	9
CHEMBL3885574	117118	Gamma-aminobutyric acid receptor subunit alpha-3/beta-3	P28472, P34903	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3885577	117121	Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3	P28472, P31644, Q99928	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3883286	117000	Bcl-xL/BAX	Q07812, Q07817	PROTEIN-PROTEIN INTERACTION	Homo sapiens	4	4
