CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL4336	12507	Prostanoid EP3 receptor	P30557	SINGLE PROTEIN	Mus musculus	321	495
CHEMBL4354	100044	Mu opioid receptor	P97266	SINGLE PROTEIN	Cavia porcellus	2214	3420
CHEMBL4572	10687	Muscarinic acetylcholine receptor M4	P32211	SINGLE PROTEIN	Mus musculus	6	11
CHEMBL4921	10928	Urotensin II receptor	P49684	SINGLE PROTEIN	Rattus norvegicus	200	425
CHEMBL5015	100865	Ghrelin receptor	Q8MHZ5	SINGLE PROTEIN	Ovis aries	38	39
CHEMBL5306	101152	Motilin receptor	A5A4K8	SINGLE PROTEIN	Oryctolagus cuniculus	122	232
CHEMBL5307	101153	Growth hormone secretagogue receptor type 1	A5A4K9	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL5339	100956	G-protein coupled receptor 120	Q5NUL3	SINGLE PROTEIN	Homo sapiens	279	588
CHEMBL5373	10294	Cannabinoid CB2 receptor	P47936	SINGLE PROTEIN	Mus musculus	491	570
CHEMBL5377	10620	Serotonin 2a (5-HT2a) receptor	P35363	SINGLE PROTEIN	Mus musculus	262	272
CHEMBL5497	100871	Neuropeptide S receptor	Q8BZP8	SINGLE PROTEIN	Mus musculus	117	231
CHEMBL5504	100998	Galanin receptor 1	Q62805	SINGLE PROTEIN	Rattus norvegicus	14	20
CHEMBL5674	102416	Prostanoid EP3 receptor	P34980	SINGLE PROTEIN	Rattus norvegicus	8	9
CHEMBL5746	101536	C5a anaphylatoxin chemotactic receptor	P30993	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL5963	101392	Proteinase-activated receptor 2	P55085	SINGLE PROTEIN	Homo sapiens	266	491
CHEMBL6041	101426	Proteinase-activated receptor 1	P26824	SINGLE PROTEIN	Rattus norvegicus	8	8
CHEMBL5456	100027	Dopamine D2 receptor	P52702	SINGLE PROTEIN	Chlorocebus aethiops	24	26
CHEMBL1613742	103756	Taste receptor type 1 member 3	Q7RTX0	SINGLE PROTEIN	Homo sapiens	4	10
CHEMBL1250365	103498	C-X-C chemokine receptor type 4	P70658	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1641352	103834	Metabotropic glutamate receptor 5	Q3UVX5	SINGLE PROTEIN	Mus musculus	45	47
CHEMBL2096679	104834	Adenosine receptors; A1 & A2	P29274, P29275, P30542	SELECTIVITY GROUP	Homo sapiens	171	188
CHEMBL1907610	104304	Adrenergic receptor alpha-1	P15823, P23944, P43140	PROTEIN FAMILY	Rattus norvegicus	3574	4833
CHEMBL2093864	104680	Adrenergic receptor alpha-2	P19328, P22086, P22909	PROTEIN FAMILY	Rattus norvegicus	1886	2918
CHEMBL2095396	104807	Dopamine receptors; D2 & D4	P14416, P21917	SELECTIVITY GROUP	Homo sapiens	282	360
CHEMBL2094109	104691	Muscarinic acetylcholine receptor	P08172, P08173, P08912, P11229, P20309	PROTEIN FAMILY	Homo sapiens	511	1044
CHEMBL2094111	104693	Adrenergic receptor alpha	P15823, P19328, P22086, P22909, P23944, P43140	PROTEIN FAMILY	Rattus norvegicus	659	950
CHEMBL2096909	104846	Interleukin-8 receptors, CXCR1/CXCR2	P25024, P25025	PROTEIN FAMILY	Homo sapiens	236	274
CHEMBL2096982	104862	Adenosine receptors; A1 & A2a	P29274, P30542	SELECTIVITY GROUP	Homo sapiens	241	250
CHEMBL2109240	104901	Calcitonin-gene-related peptide receptor; CALCRL/RAMP1	Q63118, Q9JJ74	PROTEIN COMPLEX	Rattus norvegicus	1	1
CHEMBL2111190	104909	Amylin receptor AMY3; CALCR/RAMP3	O60896, P30988	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL2111406	105102	Dopamine D2 receptor and Serotonin 2a receptor (D2 and 5HT2a)	P14842, P61169	SELECTIVITY GROUP	Rattus norvegicus	45	59
CHEMBL2111438	104953	Neurotensin receptor	O95665, P30989	PROTEIN FAMILY	Homo sapiens	13	15
CHEMBL2095195	104779	Adenosine receptors; A1 & A3	P0DMS8, P30542	SELECTIVITY GROUP	Homo sapiens	386	449
CHEMBL2107838	104890	Calcitonin-gene-related peptide receptor, CALCRL/RAMP1	O60894, Q16602	PROTEIN COMPLEX	Homo sapiens	95	135
CHEMBL1926490	104385	Alpha-1A adrenergic receptor	Q9TSW7	SINGLE PROTEIN	Sus scrofa	24	24
CHEMBL2111466	104992	Serotonin receptor (2b and 2c)	P28335, P41595	SELECTIVITY GROUP	Homo sapiens	114	118
CHEMBL2111468	104994	Dopamine D2 receptor and serotonin 2a receptor	P14416, P28223	SELECTIVITY GROUP	Homo sapiens	93	120
CHEMBL249	250	Neurokinin 1 receptor	P25103	SINGLE PROTEIN	Homo sapiens	3879	5848
CHEMBL3227	11280	Metabotropic glutamate receptor 5	P41594	SINGLE PROTEIN	Homo sapiens	3166	5322
CHEMBL3085617	107965	Probable G-protein coupled receptor 151	Q8TDV0	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3616360	109880	Sphingosine 1-phosphate receptor 2	P47752	SINGLE PROTEIN	Rattus norvegicus	23	32
CHEMBL3301387	108401	Cannabinoid CB1 receptor/orexin receptor 1 complex	O43613, P21554	PROTEIN COMPLEX	Homo sapiens	9	18
CHEMBL2221343	105505	Opioid receptors; mu and delta	P32300, P42866	PROTEIN FAMILY	Mus musculus	31	63
CHEMBL3243915	108302	Oxytocin-like receptor	Q5D7U5	SINGLE PROTEIN	Gallus gallus	2	2
CHEMBL253	259	Cannabinoid CB2 receptor	P34972	SINGLE PROTEIN	Homo sapiens	7837	13302
CHEMBL2892	19642	Metabotropic glutamate receptor 1	P97772	SINGLE PROTEIN	Mus musculus	17	17
CHEMBL2363068	105763	Prostaglandin E2 receptor	P34995, P35408, P43115, P43116	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2096681	104836	Adenosine receptors; A1 & A3	P25099, P28647	SELECTIVITY GROUP	Rattus norvegicus	261	275
CHEMBL2097175	104886	Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor	P08909, P14842, P30994, P61169	SELECTIVITY GROUP	Rattus norvegicus	108	132
CHEMBL3334417	109478	Chemokine (C-C motif) receptor 1	Q2V0Q7	SINGLE PROTEIN	Canis familiaris	1	1
CHEMBL3307226	108439	Orexin receptor	O43613, O43614	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL3124732	108044	Beta-3 adrenergic receptor	Q28524	SINGLE PROTEIN	Macaca mulatta	7	22
CHEMBL3309041	109182	5-hydroxytryptamine receptor 2A	P50128	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL2146351	105178	G-protein coupled receptor 81	B9UM29	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL2146354	105181	Hydroxycarboxylic acid receptor 1	Q8C131	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2366467	106611	Muscarinic acetylcholine receptor DM1	P16395	SINGLE PROTEIN	Drosophila melanogaster	23	50
CHEMBL3309099	109428	Free fatty acid receptor 4	Q2AC31	SINGLE PROTEIN	Rattus norvegicus	2	3
CHEMBL3399910	109566	Probable G-protein coupled receptor 88	Q9GZN0	SINGLE PROTEIN	Homo sapiens	272	383
CHEMBL2331074	105670	Adrenergic receptor	P07550, P08588, P08913, P13945, P18089, P18825, P25100, P35348, P35368	PROTEIN FAMILY	Homo sapiens	2	3
CHEMBL2331075	105671	D2-like dopamine receptor	P14416, P21917, P35462	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2321625	105614	G protein-coupled receptor	Q76SF8	SINGLE PROTEIN	Human herpesvirus 8	1	3
CHEMBL3638324	109929	G-protein coupled receptor 4	P46093	SINGLE PROTEIN	Homo sapiens	64	108
CHEMBL3714046	116007	Trace amine-associated receptor 5	O14804	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3714702	116662	Relaxin receptor 2	Q91ZZ5	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3734647	116687	Proteinase-activated receptor 2	P55086	SINGLE PROTEIN	Mus musculus	1	2
CHEMBL3822349	116813	Glucagon-like peptide 2 receptor	Q9Z0W0	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3879821	116946	C-C chemokine receptor type 10	Q9JL21	SINGLE PROTEIN	Mus musculus	10	13
CHEMBL3988612	117272	Gonadotropin-releasing hormone receptor	G7P5Q7	SINGLE PROTEIN	Macaca fascicularis	2	2
CHEMBL2274	12023	Sphingosine 1-phosphate receptor Edg-8	Q9H228	SINGLE PROTEIN	Homo sapiens	506	696
CHEMBL2281	12755	Dopamine D5 receptor	P25115	SINGLE PROTEIN	Rattus norvegicus	30	30
CHEMBL2327	10184	Neurokinin 2 receptor	P21452	SINGLE PROTEIN	Homo sapiens	2072	3200
CHEMBL2368	10453	Dopamine D1 receptor	P35406	SINGLE PROTEIN	Carassius auratus	46	90
CHEMBL2414	10579	C-C chemokine receptor type 4	P51679	SINGLE PROTEIN	Homo sapiens	1388	2602
CHEMBL2456	10956	Luteinizing hormone/Choriogonadotropin receptor	P16235	SINGLE PROTEIN	Rattus norvegicus	82	157
CHEMBL2501	10402	Bradykinin B2 receptor	P25023	SINGLE PROTEIN	Rattus norvegicus	95	102
CHEMBL245	219	Muscarinic acetylcholine receptor M3	P20309	SINGLE PROTEIN	Homo sapiens	3470	5579
CHEMBL1963	78	Thyroid stimulating hormone receptor	P16473	SINGLE PROTEIN	Homo sapiens	17144	29930
CHEMBL2049	116	Oxytocin receptor	P30559	SINGLE PROTEIN	Homo sapiens	961	1325
CHEMBL2123	10541	Pyrimidinergic receptor P2Y4	P51582	SINGLE PROTEIN	Homo sapiens	307	433
CHEMBL2126	10949	Leukotriene B4 receptor 1	Q9R0Q2	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL2182	10618	Serotonin 1e (5-HT1e) receptor	P28566	SINGLE PROTEIN	Homo sapiens	346	373
CHEMBL2204	11064	Calcitonin receptor	P32214	SINGLE PROTEIN	Rattus norvegicus	14	28
CHEMBL3207	13024	Somatostatin receptor 2	P30875	SINGLE PROTEIN	Mus musculus	15	19
CHEMBL2668	11897	Neurokinin 1 receptor	P30548	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL2672	17134	Muscarinic acetylcholine receptor M1	Q8WMX0	SINGLE PROTEIN	Bos taurus	33	37
CHEMBL2868	11680	Vasopressin V1a receptor	P30560	SINGLE PROTEIN	Rattus norvegicus	444	611
CHEMBL3928	20027	C-C chemokine receptor type 3	O54814	SINGLE PROTEIN	Rattus norvegicus	38	38
CHEMBL3621	10530	Nociceptin receptor	P35377	SINGLE PROTEIN	Mus musculus	93	208
CHEMBL3636	10985	Neuromedin B receptor	P28336	SINGLE PROTEIN	Homo sapiens	210	233
CHEMBL3677	17135	Kappa opioid receptor	Q8WNX7	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL3724	10814	Lysophosphatidic acid receptor Edg-4	Q9HBW0	SINGLE PROTEIN	Homo sapiens	179	338
CHEMBL3754	17052	Beta-2 adrenergic receptor	P10608	SINGLE PROTEIN	Rattus norvegicus	107	138
CHEMBL3998	11426	Dopamine D2 receptor	P20288	SINGLE PROTEIN	Bos taurus	429	758
CHEMBL4080	10679	Bombesin receptor subtype-3	P32247	SINGLE PROTEIN	Homo sapiens	312	676
CHEMBL4111	17021	Bradykinin B2 receptor	O70526	SINGLE PROTEIN	Cavia porcellus	318	448
CHEMBL4227	100338	Lipoxin A4 receptor	P25090	SINGLE PROTEIN	Homo sapiens	667	821
CHEMBL257	10026	Angiotensin II type 2 (AT-2) receptor	P35351	SINGLE PROTEIN	Rattus norvegicus	645	799
CHEMBL327	12744	Alpha-2a adrenergic receptor	P22909	SINGLE PROTEIN	Rattus norvegicus	143	176
CHEMBL4566	12569	Endothelin receptor ET-A	P26684	SINGLE PROTEIN	Rattus norvegicus	1014	1144
CHEMBL5106	10487	Neurotensin receptor 2	Q63384	SINGLE PROTEIN	Rattus norvegicus	64	173
CHEMBL4773	11141	Glucagon receptor	Q61606	SINGLE PROTEIN	Mus musculus	110	155
CHEMBL4826	11833	Alpha-2c adrenergic receptor	Q01337	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL5000	101252	Prostanoid FP receptor	P43117	SINGLE PROTEIN	Mus musculus	49	115
CHEMBL5067	20112	Dopamine D1 receptor	P50130	SINGLE PROTEIN	Sus scrofa	342	375
CHEMBL5176	100137	C-C chemokine receptor type 3	P56483	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL5430	101186	Mu-opioid receptor	Q8CGM4	SINGLE PROTEIN	Cavia porcellus	26	26
CHEMBL5477	101205	Proteinase-activated receptor 3	O00254	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL5720	101301	P2Y purinoceptor 1	P49652	SINGLE PROTEIN	Meleagris gallopavo	194	465
CHEMBL5743	101533	Type-1 angiotensin II receptor	P30555	SINGLE PROTEIN	Sus scrofa	25	25
CHEMBL1075186	103130	CXC chemokine receptor 3	B8PY99	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL1075228	102927	Melanin-concentrating hormone receptor 1	P97639	SINGLE PROTEIN	Rattus norvegicus	331	392
CHEMBL5971	101400	Smoothened homolog	Q99835	SINGLE PROTEIN	Homo sapiens	874	1354
CHEMBL1075262	102806	C-C chemokine receptor type 3	Q9BDS8	SINGLE PROTEIN	Macaca fascicularis	1	1
CHEMBL1075268	102814	Serotonin 6 (5-HT6) receptor	Q9R1C8	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL1075278	102828	C-C chemokine receptor type 8	P56484	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL1770041	104133	5-hydroxytryptamine receptor 2C	Q60F97	SINGLE PROTEIN	Canis familiaris	2	4
CHEMBL1250366	103499	C-X-C chemokine receptor type 4	P79394	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL1921663	104379	Melanin-concentrating hormone receptor 1	B6F061	SINGLE PROTEIN	Macaca fascicularis	1	1
CHEMBL1250405	103519	B1 bradykinin receptor	Q8HZP2	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL2093870	104686	Serotonin 2 (5-HT2) receptor	P08909, P14842, P30994	PROTEIN FAMILY	Rattus norvegicus	1564	2052
CHEMBL2095181	104765	Opioid receptors; mu/kappa/delta	P35372, P41143, P41145	PROTEIN FAMILY	Homo sapiens	258	516
CHEMBL2094118	104700	Adrenergic receptor beta	P07550, P08588, P13945	PROTEIN FAMILY	Homo sapiens	736	1214
CHEMBL2094268	104733	Melatonin receptor	P48039, P49286	PROTEIN FAMILY	Homo sapiens	480	985
CHEMBL2095155	104740	Opioid receptors; mu & delta	P33533, P33535	SELECTIVITY GROUP	Rattus norvegicus	728	839
CHEMBL2095158	104743	Adrenergic receptor alpha-2	P08913, P18089, P18825	PROTEIN FAMILY	Homo sapiens	384	619
CHEMBL2096986	104866	Cholecystokinin receptor	P30551, P30553	PROTEIN FAMILY	Rattus norvegicus	222	228
CHEMBL1914262	104358	Sphingosine 1-phosphate receptor 1	O08530	SINGLE PROTEIN	Mus musculus	19	25
CHEMBL2094257	104729	Adenosine A2 receptor	P29274, P29275	PROTEIN FAMILY	Homo sapiens	873	1075
CHEMBL2016428	104506	Vasopressin V1a receptor	Q9WTV9	SINGLE PROTEIN	Microtus ochrogaster	4	5
CHEMBL2111352	105105	Muscarinic acetylcholine receptor M2 and M5	P08172, P08912	SELECTIVITY GROUP	Homo sapiens	79	84
CHEMBL2111360	105114	Corticotropin releasing factor receptor	P35353, P47866	PROTEIN FAMILY	Rattus norvegicus	160	165
CHEMBL2111420	104929	Cerebral cortex alpha adrenergic receptor	P18130, Q28838	PROTEIN FAMILY	Bos taurus	34	44
CHEMBL2111437	104952	Melanin-concentrating hormone receptor	Q969V1, Q99705	PROTEIN FAMILY	Homo sapiens	51	55
CHEMBL2111447	104964	Alpha adrenergic receptor 1A and 1D	P23944, P43140	SELECTIVITY GROUP	Rattus norvegicus	99	103
CHEMBL2095218	104794	Adenosine receptors; A1 & A2a	P25099, P30543	SELECTIVITY GROUP	Rattus norvegicus	329	368
CHEMBL2095230	104802	Serotonin 1 receptors; 5-HT1B & 5-HT1D	P28221, P28222	SELECTIVITY GROUP	Homo sapiens	251	340
CHEMBL2111456	104978	Vasopressin V1 receptor	P37288, P47901	PROTEIN FAMILY	Homo sapiens	61	61
CHEMBL2111474	105001	GABA B receptor	O88871, Q9Z0U4	PROTEIN COMPLEX	Rattus norvegicus	100	124
CHEMBL4607	10692	Angiotensin II type 2 (AT-2) receptor	P50052	SINGLE PROTEIN	Homo sapiens	1368	2371
CHEMBL2176813	105388	Trace amine-associated receptor 7b	Q923X8	SINGLE PROTEIN	Rattus norvegicus	210	421
CHEMBL1946	11085	Melatonin receptor 1B	P49286	SINGLE PROTEIN	Homo sapiens	917	1667
CHEMBL3223	11923	Serotonin 7 (5-HT7) receptor	P32305	SINGLE PROTEIN	Rattus norvegicus	500	900
CHEMBL3737	11863	Serotonin 1a (5-HT1a) receptor	Q64264	SINGLE PROTEIN	Mus musculus	121	192
CHEMBL3091261	107972	Delta-type opioid receptor	G3H1Y1	SINGLE PROTEIN	Cricetulus griseus	6	12
CHEMBL3091267	107978	Protein Gpr39	A6QR73	SINGLE PROTEIN	Rattus norvegicus	8	9
CHEMBL4421	100430	HM74 nicotinic acid GPCR	P49019	SINGLE PROTEIN	Homo sapiens	283	350
CHEMBL3217397	108255	C-C chemokine receptor type 5	P61813	SINGLE PROTEIN	Macaca mulatta	4	4
CHEMBL3341577	109491	Melatonin-related receptor	Q13585	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2363078	105773	Vasopressin receptor	P30518, P37288, P47901	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2346491	105679	CX3C chemokine receptor 1	P35411	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2146352	105179	G-protein coupled receptor 81	B9UM26	SINGLE PROTEIN	Canis familiaris	1	1
CHEMBL2285349	105551	TyR1	H9TVJ1	SINGLE PROTEIN	Chilo suppressalis	8	19
CHEMBL2363041	105736	Sphingosine 1-phosphate receptor	O95136, O95977, P21453, Q99500, Q9H228	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2390812	107605	G protein-coupled receptor GPR35	Q33BM1	SINGLE PROTEIN	Rattus norvegicus	46	71
CHEMBL3351216	109540	Neuromedin-U receptor 1	O55040	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL2429706	107662	Proteinase-activated receptor 2	Q63645	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3347255	109502	G-protein coupled receptor family C group 6 member A	Q8K4Z6	SINGLE PROTEIN	Mus musculus	23	53
CHEMBL3632455	109920	Probable G-protein coupled receptor 139	Q6DWJ6	SINGLE PROTEIN	Homo sapiens	27	52
CHEMBL2321628	105617	C-C chemokine receptor type 10	P46092	SINGLE PROTEIN	Homo sapiens	127	160
CHEMBL3638342	109947	Prokineticin receptor 2	G3H407	SINGLE PROTEIN	Cricetulus griseus	300	702
CHEMBL3713916	115877	Ovarian cancer G-protein coupled receptor 1	Q15743	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3813587	116800	Probable G-protein coupled receptor 174	Q3U507	SINGLE PROTEIN	Mus musculus	12	12
CHEMBL3831322	116875	Uncharacterized protein	F1RW91	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL3831323	116876	Mas-related G protein-coupled receptor X1	Q1L4E8	SINGLE PROTEIN	Macaca mulatta	4	8
CHEMBL3885538	117082	Cannabinoid receptor 1/Mu-type opioid receptor	P21554, P35372	PROTEIN COMPLEX	Homo sapiens	6	6
CHEMBL3886125	117217	Free fatty acid receptor 3	B2GV46	SINGLE PROTEIN	Rattus norvegicus	58	70
CHEMBL2245	11297	Histamine H2 receptor	P97292	SINGLE PROTEIN	Mus musculus	20	40
CHEMBL2470	10057	Cannabinoid CB2 receptor	Q9QZN9	SINGLE PROTEIN	Rattus norvegicus	545	805
CHEMBL1793	160	Parathyroid hormone receptor	Q03431	SINGLE PROTEIN	Homo sapiens	46729	46921
CHEMBL1798	179	Cysteinyl leukotriene receptor 1	Q9Y271	SINGLE PROTEIN	Homo sapiens	1128	2040
CHEMBL1811	261	Prostanoid EP1 receptor	P34995	SINGLE PROTEIN	Homo sapiens	1233	1599
CHEMBL1898	106	Serotonin 1b (5-HT1b) receptor	P28222	SINGLE PROTEIN	Homo sapiens	1665	2329
CHEMBL252	249	Endothelin receptor ET-A	P25101	SINGLE PROTEIN	Homo sapiens	2655	3938
CHEMBL274	10580	C-C chemokine receptor type 5	P51681	SINGLE PROTEIN	Homo sapiens	3164	5331
CHEMBL232	128	Alpha-1b adrenergic receptor	P35368	SINGLE PROTEIN	Homo sapiens	1898	2406
CHEMBL1987	140	Prostanoid FP receptor	P43088	SINGLE PROTEIN	Homo sapiens	444	598
CHEMBL233	129	Mu opioid receptor	P35372	SINGLE PROTEIN	Homo sapiens	7469	13056
CHEMBL2028	11261	Somatostatin receptor 3	P32745	SINGLE PROTEIN	Homo sapiens	970	1499
CHEMBL2107	10473	C-X-C chemokine receptor type 4	P61073	SINGLE PROTEIN	Homo sapiens	885	1570
CHEMBL2130	10646	Alpha-1d adrenergic receptor	P97714	SINGLE PROTEIN	Mus musculus	6	7
CHEMBL2603	17013	Adenosine A3 receptor	O02667	SINGLE PROTEIN	Oryctolagus cuniculus	18	38
CHEMBL2619	12712	Serotonin 5b (5-HT5b) receptor	P35365	SINGLE PROTEIN	Rattus norvegicus	4	4
CHEMBL2647	17121	Neurokinin 2 receptor	Q64077	SINGLE PROTEIN	Cavia porcellus	265	349
CHEMBL2696	11249	Serotonin 4 (5-HT4) receptor	Q6Q253	SINGLE PROTEIN	Sus scrofa	16	16
CHEMBL2733	10347	Somatostatin receptor 5	O08858	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3006	11864	Serotonin 2c (5-HT2c) receptor	P34968	SINGLE PROTEIN	Mus musculus	15	18
CHEMBL3027	17063	Neurotensin receptor 1	P20789	SINGLE PROTEIN	Rattus norvegicus	113	194
CHEMBL3071	11104	Dopamine D1 receptor	Q61616	SINGLE PROTEIN	Mus musculus	47	48
CHEMBL3798	19904	Calcitonin gene-related peptide type 1 receptor	Q16602	SINGLE PROTEIN	Homo sapiens	796	1488
CHEMBL3802	20032	Neuropeptide Y receptor type 5	O70342	SINGLE PROTEIN	Mus musculus	174	226
CHEMBL3833	100425	Trace amine-associated receptor 1	Q923Y9	SINGLE PROTEIN	Rattus norvegicus	689	1146
CHEMBL270	10529	Mu opioid receptor	P33535	SINGLE PROTEIN	Rattus norvegicus	3226	5436
CHEMBL3948	17080	Angiotensin II type 1a (AT-1a) receptor	P34976	SINGLE PROTEIN	Oryctolagus cuniculus	1211	1694
CHEMBL3359	13010	Formyl peptide receptor 1	P21462	SINGLE PROTEIN	Homo sapiens	725	926
CHEMBL3428	20164	Ghrelin receptor	Q99P50	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3508	13067	Cholecystokinin B receptor	P30553	SINGLE PROTEIN	Rattus norvegicus	613	712
CHEMBL3637	12853	Alpha-1a adrenergic receptor	O02824	SINGLE PROTEIN	Oryctolagus cuniculus	136	209
CHEMBL3688	11806	Adenosine A1 receptor	Q60612	SINGLE PROTEIN	Mus musculus	56	63
CHEMBL3974	10653	Proteinase-activated receptor 1	P25116	SINGLE PROTEIN	Homo sapiens	1126	1571
CHEMBL4031	12202	Beta-3 adrenergic receptor	P26255	SINGLE PROTEIN	Rattus norvegicus	233	328
CHEMBL4103	17102	Delta opioid receptor	P79291	SINGLE PROTEIN	Sus scrofa	1	1
CHEMBL4105	17106	Serotonin 1d (5-HT1d) receptor	P79400	SINGLE PROTEIN	Sus scrofa	154	179
CHEMBL4124	11300	Histamine H3 receptor	Q9QYN8	SINGLE PROTEIN	Rattus norvegicus	1755	2533
CHEMBL4317	10623	Serotonin 4 (5-HT4) receptor	Q62758	SINGLE PROTEIN	Rattus norvegicus	368	643
CHEMBL4318	12791	Somatostatin receptor 5	P30938	SINGLE PROTEIN	Rattus norvegicus	8	12
CHEMBL4631	11286	Endothelin receptor ET-B	P21451	SINGLE PROTEIN	Rattus norvegicus	385	452
CHEMBL322	12687	Serotonin 2a (5-HT2a) receptor	P14842	SINGLE PROTEIN	Rattus norvegicus	2329	3313
CHEMBL4644	11003	Melanocortin receptor 3	P41968	SINGLE PROTEIN	Homo sapiens	1937	3846
CHEMBL4646	10619	Serotonin 1f (5-HT1f) receptor	P30940	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL4333	11631	Sphingosine 1-phosphate receptor Edg-1	P21453	SINGLE PROTEIN	Homo sapiens	2861	3897
CHEMBL4400	11929	Beta-3 adrenergic receptor	O02662	SINGLE PROTEIN	Canis lupus familiaris	36	63
CHEMBL4420	100429	Hydroxycarboxylic acid receptor 2	Q9EP66	SINGLE PROTEIN	Mus musculus	83	104
CHEMBL324	12689	Serotonin 2c (5-HT2c) receptor	P08909	SINGLE PROTEIN	Rattus norvegicus	859	1083
CHEMBL4553	10889	Thyrotropin-releasing hormone receptor	Q01717	SINGLE PROTEIN	Rattus norvegicus	18	27
CHEMBL4761	10785	C3a anaphylatoxin chemotactic receptor	Q16581	SINGLE PROTEIN	Homo sapiens	216	579
CHEMBL4909	100427	Prostanoid EP2 receptor	Q62928	SINGLE PROTEIN	Rattus norvegicus	79	112
CHEMBL4975	12265	Adenosine A1 receptor	P28190	SINGLE PROTEIN	Bos taurus	791	1018
CHEMBL5068	20123	Prostanoid EP1 receptor	P70597	SINGLE PROTEIN	Rattus norvegicus	35	66
CHEMBL5136	10014	Platelet activating factor receptor	P21556	SINGLE PROTEIN	Cavia porcellus	1073	1347
CHEMBL5137	12895	Metabotropic glutamate receptor 2	Q14416	SINGLE PROTEIN	Homo sapiens	1525	2387
CHEMBL5409	100857	G-protein coupled bile acid receptor 1	Q8TDU6	SINGLE PROTEIN	Homo sapiens	578	1007
CHEMBL1075144	103075	Neuromedin-U receptor 2	Q9GZQ4	SINGLE PROTEIN	Homo sapiens	101	132
CHEMBL5595	100286	Cholecystokinin B receptor	P30552	SINGLE PROTEIN	Canis lupus familiaris	19	36
CHEMBL1075316	103164	Extracellular calcium-sensing receptor	P35384	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL5657	101276	Histamine H4 receptor	Q91ZY2	SINGLE PROTEIN	Mus musculus	37	75
CHEMBL1075140	103071	Bombesin receptor subtype-3	O54798	SINGLE PROTEIN	Mus musculus	200	392
CHEMBL5862	101585	Glucagon-like peptide 1 receptor	P32301	SINGLE PROTEIN	Rattus norvegicus	65	311
CHEMBL5943	101615	Beta-2 adrenergic receptor	P04274	SINGLE PROTEIN	Mesocricetus auratus	7	41
CHEMBL4908	100426	Trace amine-associated receptor 1	Q923Y8	SINGLE PROTEIN	Mus musculus	1307	2404
CHEMBL1255150	103561	G-protein coupled bile acid receptor 1	Q80SS6	SINGLE PROTEIN	Mus musculus	193	275
CHEMBL1293293	103726	Neuropeptides B/W receptor type 1	P48145	SINGLE PROTEIN	Homo sapiens	529	549
CHEMBL2096662	104817	Serotonin 2 receptors; 5-HT2a & 5-HT2c	P28223, P28335	SELECTIVITY GROUP	Homo sapiens	283	312
CHEMBL1795147	104227	C-C chemokine receptor type 5	Q1ZY22	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL1075322	103170	G-protein coupled receptor 55	Q9Y2T6	SINGLE PROTEIN	Homo sapiens	900	1304
CHEMBL1250407	103521	Bradykinin B1 receptor	Q61125	SINGLE PROTEIN	Mus musculus	16	17
